threadID,sectionID,event,val,ts,ticket
id_140527665071936,devolverBicicleta,END_FUNC_PROC,1,1,1573929599283009667,313
id_140527665071936,devolverBicicleta,END_FUNC_PROC,1,1,1573929599283077488,314
id_140527665071936,solicitarBicicleta,BEGIN_FUNC_PROC,1,1,1573929599285806454,315
id_140527665071936,solicitarBicicleta,END_FUNC_PROC,0,1,1573929599285835979,316
id_140527665071936,solicitarBicicleta,BEGIN_FUNC_PROC,0,1,1573929599288297345,317
id_140527665071936,devolverBicicleta,BEGIN_FUNC_PROC,0,1,1573929599296914992,318
id_140527665071936,devolverBicicleta,END_FUNC_PROC,1,1,1573929599296967096,319
id_140527665071936,solicitarBicicleta,END_FUNC_PROC,0,1,1573929599297044177,320
id_140527665071936,solicitarBicicleta,BEGIN_FUNC_PROC,0,1,1573929599297260669,321
id_140527665071936,solicitarBicicleta,BEGIN_FUNC_PROC,0,1,1573929599301386802,322
id_140527665071936,solicitarBicicleta,END_FUNC_PROC,0,1,1573929599301436549,323
id_140527665071936,solicitarBicicleta,END_FUNC_PROC,0,0,1573929599301473994,324
id_140527665071936,devolverBicicleta,BEGIN_FUNC_PROC,0,0,1573929599303113678,325
id_140527665071936,devolverBicicleta,END_FUNC_PROC,1,0,1573929599303147012,326
id_140527665071936,solicitarBicicleta,BEGIN_FUNC_PROC,1,0,1573929599309919071,327
id_140527665071936,solicitarBicicleta,END_FUNC_PROC,0,0,1573929599309967869,328
id_140527665071936,solicitarBicicleta,BEGIN_FUNC_PROC,0,0,1573929599310075960,329
id_140527665071936,devolverBicicleta,BEGIN_FUNC_PROC,0,0,1573929599319109239,330
id_140527665071936,devolverBicicleta,BEGIN_FUNC_PROC,0,0,1573929599325885516,331
id_140527665071936,devolverBicicleta,END_FUNC_PROC,0,1,1573929599325951475,332
id_140527665071936,devolverBicicleta,END_FUNC_PROC,0,1,1573929599326029584,333
id_140527665071936,devolverBicicleta,BEGIN_FUNC_PROC,0,1,1573929599328910948,334
id_140527665071936,devolverBicicleta,BEGIN_FUNC_PROC,0,1,1573929599331186806,335
id_140527665071936,devolverBicicleta,END_FUNC_PROC,1,1,1573929599331247651,336
id_140527665071936,solicitarBicicleta,END_FUNC_PROC,0,1,1573929599331330860,337
id_140527665071936,solicitarBicicleta,BEGIN_FUNC_PROC,0,1,1573929599332481219,338
id_140527665071936,devolverBicicleta,BEGIN_FUNC_PROC,0,1,1573929599340074791,339
id_140527665071936,devolverBicicleta,END_FUNC_PROC,1,1,1573929599340135728,340
id_140527665071936,solicitarBicicleta,END_FUNC_PROC,0,1,1573929599340234220,341
id_140527665071936,devolverBicicleta,BEGIN_FUNC_PROC,0,1,1573929599340308753,342
id_140527665071936,devolverBicicleta,END_FUNC_PROC,1,1,1573929599340340888,343
id_140527665071936,solicitarBicicleta,BEGIN_FUNC_PROC,1,1,1573929599353369746,344
id_140527665071936,solicitarBicicleta,END_FUNC_PROC,0,1,1573929599353416621,345
id_140527665071936,solicitarBicicleta,BEGIN_FUNC_PROC,0,1,1573929599356675554,346
id_140527665071936,solicitarBicicleta,BEGIN_FUNC_PROC,0,1,1573929599358237969,347
id_140527665071936,solicitarBicicleta,END_FUNC_PROC,0,1,1573929599358280266,348
id_140527665071936,solicitarBicicleta,END_FUNC_PROC,0,0,1573929599358328211,349
id_140527665071936,devolverBicicleta,BEGIN_FUNC_PROC,0,0,1573929599360823192,350
id_140527665071936,devolverBicicleta,END_FUNC_PROC,1,0,1573929599360873070,351
id_140527665071936,devolverBicicleta,BEGIN_FUNC_PROC,1,0,1573929599362114606,352
id_140527665071936,devolverBicicleta,END_FUNC_PROC,1,1,1573929599362172319,353
id_140527665071936,devolverBicicleta,END_FUNC_PROC,1,1,1573929599362252525,354
id_140527665071936,solicitarBicicleta,BEGIN_FUNC_PROC,1,1,1573929599362375856,355
id_140527665071936,solicitarBicicleta,END_FUNC_PROC,0,1,1573929599362409054,356
id_140527665071936,solicitarBicicleta,BEGIN_FUNC_PROC,0,1,1573929599368569911,357
id_140527665071936,devolverBicicleta,BEGIN_FUNC_PROC,0,1,1573929599368712105,358
id_140527665071936,devolverBicicleta,END_FUNC_PROC,1,1,1573929599368758773,359
id_140527665071936,solicitarBicicleta,END_FUNC_PROC,0,1,1573929599368843626,360
id_140527665071936,devolverBicicleta,BEGIN_FUNC_PROC,0,1,1573929599368973481,361
id_140527665071936,devolverBicicleta,END_FUNC_PROC,1,1,1573929599369008132,362
id_140527665071936,devolverBicicleta,BEGIN_FUNC_PROC,1,1,1573929599369132739,363
id_140527665071936,devolverBicicleta,END_FUNC_PROC,2,1,1573929599369168876,364
id_140527665071936,devolverBicicleta,BEGIN_FUNC_PROC,2,1,1573929599373271102,365
id_140527665071936,devolverBicicleta,END_FUNC_PROC,3,1,1573929599373320913,366
id_140527665071936,devolverBicicleta,BEGIN_FUNC_PROC,3,1,1573929599379734220,367
id_140527665071936,solicitarBicicleta,BEGIN_FUNC_PROC,3,1,1573929599382589701,368
id_140527665071936,solicitarBicicleta,END_FUNC_PROC,2,1,1573929599382636291,369
id_140527665071936,devolverBicicleta,BEGIN_FUNC_PROC,2,1,1573929599391772233,370
id_140527665071936,devolverBicicleta,END_FUNC_PROC,3,1,1573929599391822646,371
id_140527665071936,devolverBicicleta,BEGIN_FUNC_PROC,3,1,1573929599392651518,372
id_140527665071936,devolverBicicleta,END_FUNC_PROC,3,2,1573929599392698569,373
id_140527665071936,devolverBicicleta,END_FUNC_PROC,3,2,1573929599392727361,374
id_140527665071936,solicitarBicicleta,BEGIN_FUNC_PROC,3,2,1573929599404199735,375
id_140527665071936,solicitarBicicleta,END_FUNC_PROC,2,2,1573929599404244332,376
id_140527665071936,devolverBicicleta,BEGIN_FUNC_PROC,2,2,1573929599405995733,377
id_140527665071936,devolverBicicleta,END_FUNC_PROC,3,2,1573929599406045149,378
id_140527665071936,solicitarBicicleta,BEGIN_FUNC_PROC,3,2,1573929599415732843,379
id_140527665071936,solicitarBicicleta,END_FUNC_PROC,2,2,1573929599415782052,380
id_140527665071936,solicitarBicicleta,BEGIN_FUNC_PROC,2,2,1573929599420612883,381
id_140527665071936,solicitarBicicleta,END_FUNC_PROC,1,2,1573929599420662096,382
id_140527665071936,devolverBicicleta,BEGIN_FUNC_PROC,1,2,1573929599422572655,383
id_140527665071936,devolverBicicleta,END_FUNC_PROC,2,2,1573929599422626413,384
id_140527665071936,devolverBicicleta,BEGIN_FUNC_PROC,2,2,1573929599432716398,385
id_140527665071936,devolverBicicleta,END_FUNC_PROC,2,3,1573929599432784360,386
id_140527665071936,devolverBicicleta,END_FUNC_PROC,2,3,1573929599432817818,387
id_140527665071936,devolverBicicleta,BEGIN_FUNC_PROC,2,3,1573929599444193111,388
id_140527665071936,devolverBicicleta,END_FUNC_PROC,3,3,1573929599444247167,389
id_140527665071936,solicitarBicicleta,BEGIN_FUNC_PROC,3,3,1573929599444353301,390
id_140527665071936,solicitarBicicleta,END_FUNC_PROC,2,3,1573929599444393260,391
id_140527665071936,solicitarBicicleta,BEGIN_FUNC_PROC,2,3,1573929599457757490,392
id_140527665071936,solicitarBicicleta,END_FUNC_PROC,1,3,1573929599457808077,393
id_140527665071936,devolverBicicleta,BEGIN_FUNC_PROC,1,3,1573929599464063104,394
id_140527665071936,devolverBicicleta,END_FUNC_PROC,2,3,1573929599464112814,395
id_140527665071936,devolverBicicleta,BEGIN_FUNC_PROC,2,3,1573929599472827740,396
id_140527665071936,devolverBicicleta,END_FUNC_PROC,3,3,1573929599472881379,397
id_140527665071936,devolverBicicleta,BEGIN_FUNC_PROC,3,3,1573929599476030658,398
id_140527665071936,devolverBicicleta,END_FUNC_PROC,4,3,1573929599476079107,399
id_140527665071936,devolverBicicleta,BEGIN_FUNC_PROC,4,3,1573929599487159590,400
id_140527665071936,devolverBicicleta,END_FUNC_PROC,5,3,1573929599487208084,401
id_140527665071936,main,END_FUNC_PROC,5,3,1573929599487408050,402
